X,Y,id,WaterBody,Town,County,Owner,Manager,AccessType,BoatSize,RampType,UniversalAccess,BulletinBoard,Exposure,Parking,Shorefishing,UseVolume,Dock,WinterPlowing,SummerPortolet,WinterPortolet,TempPortolet,AccessName,Bowfin,Carp,ChannelCatfish,WhiteCrappie,LongnoseGar,Muskellunge,WhitePerch,AmericanShad,Sheepshead,LakeWhitefish,BrookTrout,BrownTrout,RainbowTrout,LakeTrout,LandlockedSalmon,RainbowSmelt,YellowPerch,Walleye,NorthernPike,ChainPickerel,LargemouthBass,SmallmouthBass,Bullhead,Panfish,BlackCrappie,Burbot,Directions,CoordX,CoordY,LakeArea,MaximumDepth,ESRI_OID
-72.1226,43.9966,187,Waits River,Bradford,Orange,Municipality,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Protected,Small,Spring-Summer,Light,Yes,No,No,No,No,Bugbee Landing,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 91 to exit 16 in Bradford.  Travel south on VT Route 25 (Waits River Road) for 0.5 miles to Lower Plain Rd/US Route 5 S.  Travel south on US Route 5 for 1.8 miles to Mallary Rd.  Turn LEFT onto Mallary Rd and proceed 0.7 miles to Bugbee Lane which leads to the Access Area.,-72.12258,43.996598,0,0,168
-72.7078,43.4904,188,Amherst Lake,Plymouth,Windsor,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,Protected,Small,Spring-Summer,Moderate,No,No,Yes,No,No,Amherst Lake,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,From Interstate 89 take Exit 1 onto US Route 4 West and continue for approximately 19 miles to Bridgewater Corners.  At Bridgewater Corners turn LEFT onto VT Route 100A South and travel 3.5 miles to VT Route 100 in Plymouth.  Turn LEFT on VT Route 100 South and travel 4 miles to Amherst Lake.  Continue to the south end of the lake and turn LEFT onto Amherst Rd.  Follow Amherst Rd to the Access Area at the end.,-72.70782141,43.49044404,76,90,169
-72.3966,44.4671,189,Buck Lake,Woodbury,Washington,F&W,F&W,Boating/Fishing,Small,Gravel,No,No,South,Small,Spring,Moderate,No,No,No,No,No,Buck Lake,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 and head East on US Route 2 for approximately 8 miles to VT Route 14 in East Montpelier.  Proceed North on VT Route 14 for 8.3 miles to Buck Lake Rd.  Turn RIGHT onto Buck Lake Rd and the Access Area is 1.3 miles ahead on the RIGHT, while the Green Mountain Camp reception building is 1 mile ahead on the right.",-72.39663256,44.46714842,39,33,170
-72.5274,42.9575,190,Connecticut River,Putney,Windham,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,Protected,Small,"Spring, Summer, Fall",Moderate,No,No,No,No,No,Dummerston,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Take Interstate 91 to Exit 4 in Putney.  Off the Exit take Putney Landing Rd to the Access Area at the very end.,-72.52736,42.957458,0,0,171
-73.2686,43.8714,191,Richville Pond,Shoreham,Addison,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Spring-Summer,Light,No,Yes,No,No,No,Richville,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 7 to Middlebury, then turn onto VT Route 30 South.  Travel South on VT Route 30 for 10 miles, then turn RIGHT onto Shoreham-Whiting Rd.  Drive West on Shoreham-Whiting Rd for 1.5 miles, through East Shoreham, and turn LEFT onto Shoreham Depot Rd.  Travel South on Shoreham Depot Rd for 1/2 mile.  The Access Area is on the LEFT,  just before the bridge that crosses Richville Pond",-73.268591,43.87135,124,8,172
-73.2565,44.5256,192,Winooski River,Colchester,Chittenden,F&W,F&W,Boating/Fishing,Carry-on,None,Yes,No,Protected,Medium,Spring-Summer,Moderate,No,No,No,No,No,Heineberg Bridge,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 16 and follow US Route 7 North for 2 miles to Colchester, then turn LEFT onto VT Route 127, also called Bay Rd.  Travel on VT Route 127 for 4 miles to Malletts Bay, then turn LEFT onto Prime Rd (a.k.a. Route 127 continuation/Burlington Beltline).  Travel another 1.75 miles and the access drive will be on the RIGHT just before VT Route 127 crosses the Winooski River.",-73.25652425,44.52555858,0,0,173
-73.2184,44.6062,194,Lamoille River,Milton,Chittenden,F&W,F&W,Boating/Fishing,Large,Concrete,Yes,Yes,Protected,Large,Spring-Summer,Moderate,No,No,Yes,No,No,Lamoille River,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the Exit take US Route 2 West towards the Lake Champlain Islands.  Drive  2.4 miles and turn LEFT onto Bear Cub Rd.  Continue to the stop sign and turn LEFT onto Gravelle Rd followed by the first RIGHT onto the Access Rd.  Continue on the Access Rd to the Access Area at the end.,-73.21839424,44.60616779,0,0,174
-73.4215,44.0345,195,Lake Champlain,Addison,Addison,VTHP,F&W,Boating/Fishing,Large,Concrete,No,Yes,Northwest,Medium,All Year,Heavy,Yes,Yes,Yes,Yes,No,Chimney Point,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Take US Route 7 to Vergennes.  In Vergennes turn onto VT Route 22A South and continue for 6 miles to Addison.  In Addison turn left onto VT Route 17 and head West.  Proceed West on VT Route 17 for 8.1 miles, past the entrance to DAR State Park to Chimney Point Historic Park.  The Acces Area is located at the intersection of Route 17 and route 125, at the Chimney Point Historic Site  just before the bridge that crosses Lake Champlain.",-73.42152867,44.03448495,172800,400,175
-72.4278,44.5326,196,Lamoille River,Wolcott,Lamoille,F&W,F&W,Fishing,N/A,None,Yes,Yes,,Medium,Spring-Summer,Light,No,No,No,No,No,Fisher Bridge,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 89 to Exit 10 for Waterbury/Stowe and turn onto VT Route 100 North towards Stowe.  Travel for 18.5 miles to Morrisville.  At Morrisville Center (a.k.a. Morrisville 4 Corners) continue straight on Main St for 0.25 miles then bear LEFT onto VT Route 15A.  Follow VT Route 15A for 2 miles to VT Route 15.  Turn RIGHT onto VT Route 15 East towards Wolcott.  Travel for 8.1 miles and the Access Area will be on the RIGHT adjacent to the railroad bridge which crosses the Lamoille River.,-72.427762,44.532599,0,0,176
-72.1939,44.8119,197,Willoughby River,Barton,Orleans,F&W,F&W,Fishing,N/A,None,No,Yes,,Small,Spring,Moderate,No,No,Yes,No,No,Willoughby Falls,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 26 in Orleans.  Off the Exit take VT Route 58 East for 1.5 miles to Brownington Center Rd.  Turn RIGHT onto Brownington Center Rd and travel for 1/4 mile to the Access Area of the RIGHT.,-72.1939,44.811854,0,0,177
-72.3761,44.6664,198,Little Hosmer Pond,Craftsbury,Orleans,DEC (Dam),F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,North,Small,Spring,Light,No,No,No,No,No,Little Hosmer,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,From Interstate 91 take Exit 26 for Orleans.  Off of the Exit follow US Route 5 North for1/10 of a mile then turn LEFT onto VT Route 58 West.  Travel West on Rte 58 for 3.5 miles to VT Route 14 in the town of Irasburg.  Turn LEFT onto VT Route 14 South and travel for 9.3 miles to Wylie Hill Rd.  Turn LEFT on Wylie Hill Rd and drive for 2.2 miles to Little Hosmer Dr.  Turn LEFT onto Little Hosmer Dr and continue to the Access Area.,-72.37608928,44.66638328,183,9,178
-73.3754,43.8006,200,Lake Champlain,Orwell,Addison,State MOA,F&W,Boating/Fishing,Medium,Concrete,No,Yes,North,Small,All Year,Light,Yes,No,No,No,Yes,Chipmans Point,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Brandon, then head West on VT Route 73.  Continue West on VT 73 for 5.9 miles, then turn LEFT and head South on VT Route 30/ VT Route 73.  Head South for 2.2 miles and then turn RIGHT and head West onto VT Route 73.  Continue West on VT Route 73 for 5.6 miles and veer LEFT onto Mount Independence Rd.  Follow Mount Independence Rd for 3 miles and veer LEFT onto Chipmans Point Rd.  Continue on Chipman's Point Rd to the Access Area at the end.",-73.375392,43.800555,172800,400,179
-72.7994,43.6753,203,Kent Pond,Killington,Rutland,F&W,F&W,Fishing,N/A,None,Yes,No,,Medium,All Year,Heavy,No,No,No,No,No,Kent Pond Shorefishing Platform,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,,-72.799417,43.675272,71,15,180
-73.3476,44.6891,206,Lake Champlain,Grand Isle,Grand Isle,F&W,F&W,Fishing,N/A,None,No,Yes,Protected,Small,All Year,Light,No,No,No,No,No,Ed Weed,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,-73.347635,44.689077,172800,400,181
-73.0167,43.2106,214,Bullhead Pond,Manchester,Bennington,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,Small,"Spring, Summer, Fall",Light,No,No,No,No,No,Bullhead Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,,-73.016736,43.21064,5,15,182
-73.2669,44.6374,219,Lake Champlain,South Hero,Grand Isle,F&W,F&W,Boating/Fishing,Large,Concrete,No,No,Protected,Large,All Year,Moderate,Yes,Yes,Yes,Yes,No,John Guilmette,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-73.266852,44.637406,172800,400,183
-73.0342,44.1233,242,New Haven River,Bristol,Addison,Town,Municipality,Fishing,N/A,None,Yes,No,,Medium,Spring-Summer,Light,No,No,No,No,No,New Haven Fishing Platform,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,-73.03422,44.12328,0,0,184
-72.3622,44.6836,250,Great Hosmer Pond,Craftsbury,Lamoille,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,All Year,Light,No,No,No,No,No,Gordon (PeeWee) Wing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,,-72.36219,44.68358,,,185
-73.3958,43.5698,267,Poultney River,West Haven,Rutland,F&W,F&W,Boating/Fishing,Small,Gravel,No,No,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Ward Marsh,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-73.39575,43.56984,0,,186
-72.8713,44.9902,271,Lake Carmi,Franklin,Franklin,F&W,F&W,Boating/Fishing,Small,Concrete,No,No,Southern,Small,Spring-Fall,Seasonal,Yes,No,No,No,No,Lake Carmi,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,-72.87126,44.99016,1402,33,187
-73.0814,44.2773,272,Lewis Creek,Monkton,Addison,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,Small,Spring,Light,No,No,No,No,No,Lewis Creek at Tyler Bridge,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-73.0814,44.27727,,,188
-71.596,44.7746,274,Connecticut River,Lemington,Essex,FPR easement,No Management,Boating/Fishing,Small,Timber Crib,No,No,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Francis John Smith,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-71.59596,44.77456,,,189
-72.4789,44.5513,275,Lamoille River,Wolcott,Lamoille,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Upper Lamoille River,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-72.47893,44.55125,,,190
-72.6786,44.6218,276,Lamoille River,Johnson,Lamoille,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,Small,Spring-Fall,Light,No,No,No,No,No,Dog Head Falls,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-72.6786,44.62181,,,191
